file,vertices
np_training_files/TROPOMISO2_20220724T013117__SAA=-168_SZA=37.npy,"[[(18, 154), (12, 154), (10, 153), (10, 144), (19, 136), (35, 132), (37, 136), (35, 145), (30, 147), (24, 153), (18, 154)], [(112, 193), (105, 193), (105, 191), (103, 190), (103, 184), (105, 183), (106, 179), (111, 174), (113, 174), (119, 167), (120, 157), (125, 156), (127, 158), (128, 161), (128, 168), (125, 170), (123, 179), (112, 193)], [(92, 187), (96, 187), (99, 177), (94, 177), (91, 183)]]"
np_training_files/TROPOMISO2_20210814T003635__SAA=-156_SZA=32.npy,"[[(246, 178), (239, 178), (238, 176), (230, 174), (229, 172), (225, 172), (224, 166), (222, 164), (227, 161), (228, 163), (237, 165), (238, 167), (244, 169), (246, 173), (246, 178)], [(228, 320), (228, 325), (234, 326), (235, 321)]]"
np_training_files/TROPOMISO2_20220515T234128__SAA=-156_SZA=32.npy,"[[(76, 172), (59, 172), (57, 171), (57, 166), (64, 163), (67, 160), (70, 160), (71, 158), (90, 158), (94, 162), (94, 165), (92, 167), (87, 169), (81, 169), (80, 171), (76, 172)], [(101, 260), (99, 260), (97, 256), (95, 255), (95, 242), (97, 241), (99, 231), (101, 230), (101, 225), (108, 219), (109, 214), (114, 209), (119, 207), (126, 198), (134, 193), (136, 189), (136, 184), (138, 183), (136, 182), (134, 175), (132, 174), (134, 172), (134, 162), (136, 159), (147, 158), (148, 160), (152, 160), (154, 163), (156, 164), (156, 169), (154, 170), (153, 174), (158, 176), (159, 179), (161, 180), (160, 187), (154, 191), (152, 196), (139, 202), (136, 207), (133, 208), (128, 213), (126, 213), (112, 225), (112, 227), (109, 230), (108, 244), (106, 245), (108, 246), (102, 253), (101, 260)], [(136, 177), (152, 171), (152, 162), (134, 161), (109, 160), (74, 162), (54, 166), (30, 175), (12, 185), (4, 199), (4, 207), (23, 192), (42, 181), (64, 172), (94, 168), (120, 168), (139, 171)]]"
np_training_files/TROPOMISO2_20200505T011948__SAA=-169_SZA=44.npy,"[[(70, 152), (68, 150), (66, 152), (65, 150), (63, 150), (61, 146), (59, 145), (61, 143), (61, 135), (58, 134), (57, 131), (55, 130), (59, 125), (77, 123), (78, 121), (94, 120), (100, 114), (113, 108), (118, 103), (128, 101), (132, 98), (134, 98), (138, 103), (139, 112), (136, 114), (134, 119), (129, 121), (127, 124), (121, 125), (119, 128), (115, 128), (114, 130), (106, 131), (102, 134), (91, 136), (88, 139), (82, 139), (81, 141), (76, 143), (76, 146), (70, 152)]]"
np_training_files/TROPOMISO2_20220417T020844__SAA=-164_SZA=43.npy,"[[(174, 168), (150, 167), (149, 165), (144, 164), (136, 158), (136, 151), (139, 149), (157, 150), (158, 152), (167, 153), (170, 156), (174, 156), (178, 161), (178, 164), (174, 168)], [(242, 229), (234, 229), (233, 227), (220, 223), (212, 213), (206, 211), (205, 209), (202, 207), (202, 198), (206, 196), (215, 197), (216, 201), (219, 203), (221, 207), (231, 213), (234, 213), (235, 215), (242, 216), (242, 219), (245, 219), (248, 224), (248, 226), (243, 227), (242, 229)], [(256, 237), (254, 230), (258, 227), (262, 237)]]"
np_training_files/TROPOMISO2_20200910T011909__SAA=-170_SZA=55.npy,"[[(53, 128), (54, 134), (61, 130), (64, 138), (70, 136), (66, 124), (58, 129)]]"
np_training_files/TROPOMISO2_20210730T001810__SAA=-157_SZA=29.npy,"[[(75, 310), (65, 310), (61, 307), (49, 307), (46, 304), (38, 304), (37, 302), (32, 299), (31, 297), (25, 295), (24, 293), (19, 293), (18, 285), (22, 284), (23, 282), (40, 282), (41, 284), (46, 286), (48, 292), (52, 295), (64, 297), (65, 299), (70, 301), (73, 305), (75, 310)]]"
np_training_files/TROPOMISO2_20210430T002803__SAA=-167_SZA=43.npy,[]
np_training_files/TROPOMISO2_20200427T002448__SAA=-154_SZA=33.npy,[]
np_training_files/TROPOMISO2_20220803T234142__SAA=-162_SZA=34.npy,[]
np_training_files/TROPOMISO2_20210611T003616__SAA=-146_SZA=23.npy,"[[(169, 351), (176, 346), (174, 343), (162, 345), (154, 349)]]"
np_training_files/TROPOMISO2_20200829T014409__SAA=-170_SZA=50.npy,"[[(77, 83), (69, 80), (68, 73), (70, 70), (77, 70), (81, 74), (81, 80), (77, 83)], [(156, 135), (144, 135), (136, 131), (126, 130), (120, 125), (106, 123), (103, 118), (115, 109), (124, 110), (125, 112), (128, 112), (135, 116), (136, 123), (139, 124), (156, 125), (157, 128), (157, 134), (156, 135)]]"
np_training_files/TROPOMISO2_20200622T011831__SAA=-165_SZA=33.npy,"[[(314, 62), (308, 62), (306, 61), (307, 56), (321, 47), (322, 44), (330, 37), (336, 35), (338, 32), (341, 33), (342, 31), (344, 31), (343, 35), (340, 36), (339, 44), (334, 49), (333, 53), (323, 61), (314, 62)], [(54, 223), (48, 222), (46, 220), (46, 208), (48, 202), (55, 200), (57, 203), (58, 207), (61, 207), (62, 205), (63, 207), (66, 207), (67, 205), (69, 205), (70, 212), (62, 216), (61, 218), (56, 219), (54, 223)], [(16, 171), (15, 177), (24, 177), (24, 172)], [(10, 249), (9, 261), (11, 275), (16, 280), (25, 279), (26, 287), (15, 287), (6, 281), (2, 272), (3, 260)]]"
np_training_files/TROPOMISO2_20210804T002603__SAA=-164_SZA=35.npy,"[[(102, 194), (98, 194), (94, 191), (94, 184), (99, 176), (120, 167), (129, 158), (134, 158), (137, 163), (141, 166), (139, 171), (135, 167), (130, 170), (131, 178), (126, 180), (123, 185), (117, 187), (115, 186), (108, 191), (104, 191), (102, 194)], [(123, 245), (115, 245), (113, 244), (113, 239), (117, 235), (123, 236), (124, 244), (123, 245)]]"
np_training_files/TROPOMISO2_20200522T005818__SAA=-158_SZA=32.npy,"[[(0, 326), (3, 319), (9, 315), (11, 309), (17, 304), (17, 293), (11, 285), (9, 272), (7, 271), (7, 269), (4, 267), (6, 266), (7, 256), (9, 255), (10, 252), (13, 252), (23, 257), (26, 257), (33, 263), (35, 263), (39, 269), (40, 274), (33, 275), (32, 277), (26, 279), (26, 286), (28, 287), (29, 295), (32, 298), (32, 304), (26, 312), (26, 317), (22, 328), (17, 332), (10, 334), (5, 334), (2, 329), (0, 329)]]"
np_training_files/TROPOMISO2_20210420T235303__SAA=-157_SZA=36.npy,"[[(3, 343), (7, 340), (7, 333), (12, 335), (11, 343), (9, 345), (5, 349), (2, 350)]]"
np_training_files/TROPOMISO2_20220829T001718__SAA=-174_SZA=54.npy,[]
np_training_files/TROPOMISO2_20200617T011232__SAA=-166_SZA=34.npy,"[[(292, 36), (285, 35), (285, 22), (291, 15), (296, 13), (298, 10), (304, 11), (308, 15), (308, 17), (306, 20), (297, 20), (295, 22), (295, 29), (293, 30), (293, 35), (292, 36)], [(43, 190), (34, 190), (29, 185), (23, 185), (21, 183), (21, 176), (27, 169), (29, 169), (35, 163), (41, 154), (46, 152), (49, 147), (51, 147), (57, 141), (58, 137), (68, 127), (70, 122), (73, 120), (73, 117), (78, 112), (84, 109), (91, 110), (94, 114), (94, 123), (90, 126), (90, 128), (88, 129), (83, 138), (73, 148), (73, 152), (62, 163), (55, 165), (54, 168), (52, 168), (51, 171), (49, 171), (48, 174), (44, 176), (44, 187), (43, 190)], [(0, 167), (7, 163), (11, 166), (11, 171), (10, 172), (4, 175), (0, 174)]]"
np_training_files/TROPOMISO2_20220423T015756__SAA=-169_SZA=47.npy,"[[(136, 44), (118, 43), (116, 42), (116, 37), (118, 35), (123, 35), (124, 33), (128, 33), (129, 35), (136, 38), (138, 43), (136, 44)], [(286, 350), (279, 350), (275, 345), (264, 343), (263, 341), (258, 340), (253, 334), (247, 333), (238, 326), (223, 321), (222, 319), (220, 318), (218, 304), (215, 300), (203, 299), (200, 296), (191, 295), (190, 293), (184, 292), (183, 290), (177, 290), (172, 288), (148, 288), (145, 285), (145, 282), (148, 278), (154, 277), (155, 275), (168, 273), (182, 275), (183, 277), (193, 279), (194, 281), (201, 282), (202, 284), (205, 285), (218, 286), (219, 288), (227, 288), (233, 290), (237, 294), (238, 299), (240, 300), (243, 306), (251, 310), (258, 318), (262, 319), (264, 322), (266, 322), (269, 326), (277, 330), (279, 333), (282, 333), (282, 336), (288, 340), (289, 348), (287, 348), (286, 350)], [(149, 351), (147, 350), (145, 348), (146, 342), (151, 337), (157, 336), (158, 334), (166, 333), (178, 334), (179, 336), (186, 337), (197, 337), (201, 342), (202, 344), (212, 345), (213, 347), (216, 347), (219, 344), (227, 343), (230, 344), (231, 348), (231, 350), (200, 351)]]"
np_training_files/TROPOMISO2_20210710T233737__SAA=-171_SZA=38.npy,[]
np_training_files/TROPOMISO2_20210903T010209__SAA=-157_SZA=39.npy,"[[(271, 306), (266, 306), (266, 301), (271, 297), (274, 301), (274, 303), (271, 306)]]"
np_training_files/TROPOMISO2_20210919T010209__SAA=-158_SZA=45.npy,"[[(86, 351), (81, 348), (81, 346), (83, 345), (81, 342), (88, 339), (89, 337), (95, 337), (96, 339), (101, 340), (103, 343), (106, 345), (105, 348), (108, 349), (108, 350), (88, 351)], [(119, 251), (123, 262), (128, 273), (134, 280), (138, 289), (143, 301), (145, 318), (146, 330), (150, 327), (156, 315), (158, 304), (147, 279), (140, 271), (138, 260), (127, 249)]]"
np_training_files/TROPOMISO2_20220915T013314__SAA=-154_SZA=40.npy,[]
np_training_files/TROPOMISO2_20220914T235314__SAA=-159_SZA=44.npy,[]
np_training_files/TROPOMISO2_20200430T231448__SAA=-176_SZA=51.npy,[]
np_training_files/TROPOMISO2_20220920T000314__SAA=-168_SZA=58.npy,[]
np_training_files/TROPOMISO2_20200930T014337__SAA=-166_SZA=60.npy,"[[(155, 184), (169, 184), (168, 179), (154, 179)]]"
np_training_files/TROPOMISO2_20210317T005109__SAA=-167_SZA=51.npy,[]
np_training_files/TROPOMISO2_20220718T000117__SAA=-163_SZA=32.npy,"[[(154, 186), (146, 186), (145, 184), (143, 183), (145, 182), (145, 179), (148, 176), (153, 176), (153, 179), (156, 181), (156, 185), (154, 186)], [(109, 191), (95, 191), (94, 190), (100, 182), (112, 182), (114, 184), (114, 189), (109, 191)], [(36, 199), (48, 190), (50, 183), (60, 189), (58, 193), (46, 201), (57, 201), (52, 210), (46, 219), (37, 221), (30, 219), (21, 215), (24, 210), (34, 215), (41, 209), (44, 206)], [(34, 290), (37, 293), (34, 299), (26, 305), (22, 308), (16, 311), (15, 311), (11, 305), (10, 299), (16, 295), (19, 293), (25, 293), (26, 297)]]"
np_training_files/TROPOMISO2_20220804T232642__SAA=-176_SZA=47.npy,[]
np_training_files/TROPOMISO2_20210301T005230__SAA=-172_SZA=62.npy,[]
np_training_files/TROPOMISO2_20200621T013331__SAA=-144_SZA=22.npy,"[[(169, 24), (166, 24), (161, 20), (160, 15), (162, 13), (165, 13), (168, 16), (169, 20), (171, 21), (169, 24)], [(229, 145), (217, 145), (212, 142), (211, 136), (201, 136), (197, 134), (189, 128), (189, 125), (184, 123), (182, 120), (178, 117), (178, 115), (173, 112), (172, 110), (170, 109), (165, 103), (139, 101), (138, 99), (124, 97), (123, 95), (118, 95), (116, 92), (107, 92), (99, 90), (97, 87), (93, 86), (86, 80), (73, 79), (72, 77), (52, 75), (51, 73), (46, 72), (14, 73), (8, 70), (7, 68), (3, 68), (4, 60), (12, 57), (24, 57), (26, 59), (37, 59), (38, 61), (54, 62), (58, 59), (59, 61), (61, 59), (62, 61), (66, 62), (71, 68), (79, 70), (80, 72), (87, 72), (87, 70), (81, 68), (80, 66), (71, 64), (68, 59), (61, 57), (59, 47), (65, 40), (83, 39), (87, 40), (88, 42), (91, 42), (92, 44), (98, 44), (99, 46), (103, 47), (117, 46), (117, 45), (114, 43), (114, 40), (110, 39), (103, 33), (95, 31), (95, 26), (100, 22), (108, 22), (113, 26), (120, 26), (124, 29), (131, 29), (132, 31), (143, 33), (144, 35), (150, 35), (159, 42), (163, 43), (165, 46), (167, 46), (172, 54), (176, 55), (180, 60), (181, 62), (189, 67), (192, 72), (196, 73), (199, 76), (204, 77), (205, 79), (212, 80), (214, 83), (218, 84), (222, 89), (225, 94), (229, 95), (230, 97), (241, 98), (241, 101), (244, 103), (246, 112), (249, 114), (248, 124), (245, 126), (241, 134), (229, 145)]]"
np_training_files/TROPOMISO2_20200806T003311__SAA=-166_SZA=38.npy,[]
np_training_files/TROPOMISO2_20210617T002526__SAA=-157_SZA=28.npy,"[[(50, 260), (47, 260), (46, 257), (40, 256), (39, 250), (42, 248), (44, 242), (50, 237), (55, 230), (64, 229), (65, 235), (58, 242), (59, 244), (57, 252), (54, 254), (53, 259), (50, 260)]]"
np_training_files/TROPOMISO2_20220322T235521__SAA=-167_SZA=51.npy,[]
np_training_files/TROPOMISO2_20210701T230705__SAA=-176_SZA=41.npy,[]
np_training_files/TROPOMISO2_20200329T231350__SAA=-175_SZA=59.npy,[]
np_training_files/TROPOMISO2_20200729T232540__SAA=-174_SZA=43.npy,[]
np_training_files/TROPOMISO2_20210414T002653__SAA=-165_SZA=45.npy,"[[(134, 135), (121, 134), (120, 125), (125, 120), (135, 120), (136, 122), (136, 125), (138, 126), (138, 132), (134, 135)], [(100, 151), (102, 156), (110, 148), (106, 147)]]"
np_training_files/TROPOMISO2_20200712T000408__SAA=-174_SZA=41.npy,[]
np_training_files/TROPOMISO2_20210613T014116__SAA=-155_SZA=27.npy,"[[(153, 327), (153, 335), (159, 334), (158, 327)], [(137, 319), (138, 324), (146, 319), (144, 315)], [(97, 289), (97, 295), (98, 303), (108, 301), (116, 297), (121, 288), (121, 283), (114, 284), (112, 290), (102, 295), (101, 289)], [(66, 271), (65, 265), (72, 267), (86, 265), (88, 271), (74, 273)]]"
np_training_files/TROPOMISO2_20210821T234635__SAA=-159_SZA=36.npy,"[[(30, 332), (29, 318), (32, 310), (38, 307), (38, 315), (37, 329)]]"
np_training_files/TROPOMISO2_20210902T232209__SAA=-162_SZA=43.npy,"[[(177, 292), (172, 287), (174, 283), (180, 283), (181, 289)]]"
np_training_files/TROPOMISO2_20210925T005209__SAA=-164_SZA=55.npy,"[[(12, 307), (6, 305), (4, 297), (8, 293), (12, 297), (14, 303)], [(214, 126), (222, 123), (229, 116), (232, 110), (227, 107), (222, 111), (212, 118)]]"
np_training_files/TROPOMISO2_20200902T020909__SAA=-168_SZA=50.npy,[]
np_training_files/TROPOMISO2_20220516T012628__SAA=-170_SZA=42.npy,[]
np_training_files/TROPOMISO2_20210610T230116__SAA=-176_SZA=43.npy,[]
np_training_files/TROPOMISO2_20210409T020350__SAA=-171_SZA=52.npy,[]
np_training_files/TROPOMISO2_20200812T020311__SAA=-170_SZA=44.npy,"[[(212, 157), (209, 157), (213, 154), (211, 153), (213, 152), (213, 146), (222, 136), (224, 124), (228, 120), (233, 119), (235, 122), (235, 127), (237, 128), (235, 129), (233, 136), (233, 147), (230, 150), (224, 150), (223, 152), (217, 153), (215, 156), (212, 157)]]"
np_training_files/TROPOMISO2_20210731T000310__SAA=-172_SZA=42.npy,"[[(59, 59), (52, 59), (47, 57), (47, 49), (54, 48), (55, 50), (57, 50), (57, 53), (61, 56), (61, 58), (59, 59)], [(55, 50), (62, 51), (64, 57), (60, 61), (46, 60), (33, 56), (26, 52), (24, 46), (30, 44), (42, 48)]]"
np_training_files/TROPOMISO2_20220821T010218__SAA=-156_SZA=33.npy,[]
np_training_files/TROPOMISO2_20220527T011723__SAA=-159_SZA=32.npy,"[[(256, 134), (250, 134), (245, 131), (247, 124), (256, 123), (257, 121), (261, 120), (271, 120), (273, 122), (273, 127), (269, 128), (266, 131), (257, 132), (256, 134)], [(0, 208), (10, 201), (13, 202), (14, 205), (13, 231), (11, 232), (9, 237), (0, 237)], [(37, 256), (30, 256), (28, 255), (29, 250), (34, 246), (39, 249), (39, 255), (37, 256)], [(92, 322), (80, 321), (81, 319), (79, 318), (79, 305), (76, 303), (76, 300), (71, 299), (58, 288), (57, 283), (54, 281), (56, 275), (69, 275), (75, 273), (76, 271), (81, 271), (83, 274), (84, 281), (87, 283), (88, 288), (90, 289), (92, 301), (94, 302), (95, 310), (97, 311), (94, 321), (92, 322)]]"
np_training_files/TROPOMISO2_20220927T231408__SAA=-173_SZA=66.npy,[]
np_training_files/TROPOMISO2_20210506T001303__SAA=-158_SZA=35.npy,[]
np_training_files/TROPOMISO2_20200514T014639__SAA=-148_SZA=27.npy,[]
np_training_files/TROPOMISO2_20210421T233803__SAA=-170_SZA=48.npy,[]
np_training_files/TROPOMISO2_20200628T010425__SAA=-160_SZA=29.npy,"[[(270, 165), (266, 165), (266, 157), (269, 154), (274, 154), (278, 159), (278, 161), (270, 165)], [(116, 308), (113, 308), (112, 300), (103, 300), (96, 296), (94, 293), (91, 293), (90, 291), (88, 290), (86, 288), (87, 283), (89, 281), (94, 281), (102, 285), (116, 285), (120, 288), (128, 288), (130, 295), (126, 297), (116, 308)], [(0, 304), (3, 305), (5, 305), (7, 303), (6, 300), (6, 297), (8, 293), (8, 291), (5, 290), (2, 291), (1, 293), (0, 296)], [(0, 304), (3, 305), (5, 305), (7, 303), (6, 300), (6, 297), (8, 293), (8, 291), (5, 290), (2, 291), (1, 293), (0, 296)]]"
np_training_files/TROPOMISO2_20200610T000229__SAA=-164_SZA=34.npy,"[[(239, 109), (243, 106), (244, 103), (242, 99), (239, 97), (234, 97), (231, 102), (234, 107)]]"
np_training_files/TROPOMISO2_20220910T012745__SAA=-157_SZA=41.npy,[]
np_training_files/TROPOMISO2_20200311T000605__SAA=-166_SZA=50.npy,[]
np_training_files/TROPOMISO2_20200306T014105__SAA=-166_SZA=51.npy,"[[(76, 351), (79, 348), (79, 344), (74, 343), (68, 342), (64, 344), (56, 348), (50, 350), (48, 351)]]"
np_training_files/TROPOMISO2_20200926T011337__SAA=-155_SZA=44.npy,[]
np_training_files/TROPOMISO2_20200618T005331__SAA=-166_SZA=34.npy,"[[(226, 42), (223, 42), (222, 40), (219, 40), (220, 33), (227, 26), (227, 19), (226, 16), (224, 15), (224, 10), (227, 7), (234, 7), (236, 10), (240, 11), (244, 16), (246, 24), (248, 25), (248, 33), (246, 35), (231, 37), (230, 40), (227, 40), (226, 42)], [(0, 218), (2, 219), (5, 217), (10, 205), (11, 199), (11, 192), (11, 184), (8, 181), (3, 181), (1, 183), (1, 185), (1, 188), (1, 195), (2, 199), (2, 202), (1, 207), (0, 212)]]"
np_training_files/TROPOMISO2_20210531T004201__SAA=-142_SZA=23.npy,[]
np_training_files/TROPOMISO2_20220423T235256__SAA=-154_SZA=33.npy,[]
np_training_files/TROPOMISO2_20210921T002709__SAA=-166_SZA=55.npy,"[[(112, 183), (96, 182), (92, 178), (92, 170), (90, 164), (81, 157), (80, 148), (83, 146), (84, 140), (90, 136), (90, 128), (92, 125), (99, 125), (104, 134), (109, 134), (112, 137), (112, 145), (106, 147), (112, 147), (115, 153), (119, 150), (119, 143), (121, 141), (127, 143), (130, 148), (130, 168), (119, 180), (113, 180), (112, 183)], [(76, 207), (71, 207), (70, 205), (69, 207), (68, 205), (62, 205), (59, 204), (59, 198), (61, 197), (62, 190), (65, 189), (67, 186), (81, 187), (84, 191), (83, 201), (81, 202), (81, 204), (77, 205), (76, 207)]]"
np_training_files/TROPOMISO2_20220804T012142__SAA=-156_SZA=29.npy,"[[(114, 310), (106, 310), (105, 308), (103, 307), (103, 302), (105, 301), (106, 294), (110, 289), (108, 280), (106, 279), (105, 274), (103, 273), (103, 271), (106, 270), (107, 267), (113, 268), (115, 271), (117, 272), (117, 274), (120, 276), (125, 286), (127, 287), (128, 293), (128, 299), (114, 310)], [(44, 279), (41, 285), (44, 291), (50, 287), (51, 281)], [(56, 311), (65, 311), (68, 317), (62, 323), (58, 329), (41, 330), (34, 326), (48, 320)]]"
np_training_files/TROPOMISO2_20220420T231256__SAA=-169_SZA=48.npy,[]
np_training_files/TROPOMISO2_20220818T002218__SAA=-170_SZA=46.npy,[]
np_training_files/TROPOMISO2_20200403T011850__SAA=-169_SZA=51.npy,"[[(59, 233), (52, 233), (46, 229), (46, 221), (54, 216), (54, 205), (56, 202), (64, 202), (71, 208), (75, 208), (77, 211), (84, 213), (92, 224), (92, 226), (88, 229), (87, 227), (69, 226), (66, 227), (65, 229), (60, 230), (59, 233)]]"
np_training_files/TROPOMISO2_20210625T231705__SAA=-164_SZA=32.npy,[]
np_training_files/TROPOMISO2_20210616T004526__SAA=-161_SZA=31.npy,"[[(182, 136), (176, 136), (175, 131), (177, 128), (180, 128), (185, 133), (185, 135), (182, 136)]]"
np_training_files/TROPOMISO2_20210601T002701__SAA=-163_SZA=34.npy,[]
np_training_files/TROPOMISO2_20220802T020142__SAA=-163_SZA=35.npy,"[[(94, 176), (89, 176), (84, 172), (78, 172), (76, 169), (77, 162), (80, 161), (82, 158), (86, 158), (91, 163), (97, 164), (99, 168), (99, 174), (94, 176)], [(147, 191), (137, 191), (132, 189), (132, 181), (136, 179), (149, 180), (150, 187), (149, 190), (147, 191)], [(241, 268), (230, 266), (227, 264), (227, 260), (215, 255), (211, 243), (202, 234), (202, 232), (197, 229), (196, 221), (193, 216), (188, 215), (187, 218), (177, 218), (172, 215), (172, 212), (168, 208), (167, 203), (161, 196), (160, 192), (157, 190), (156, 187), (158, 182), (160, 182), (161, 180), (167, 180), (174, 190), (175, 196), (182, 203), (183, 207), (189, 209), (190, 212), (197, 212), (199, 215), (200, 214), (198, 213), (198, 208), (196, 203), (194, 202), (194, 198), (196, 197), (197, 194), (200, 195), (205, 205), (207, 206), (207, 212), (205, 213), (204, 219), (208, 221), (209, 227), (211, 228), (213, 233), (224, 238), (225, 240), (241, 242), (242, 244), (245, 244), (248, 247), (248, 263), (241, 268)]]"
np_training_files/TROPOMISO2_20220723T235117__SAA=-173_SZA=41.npy,[]
np_training_files/TROPOMISO2_20200315T021350__SAA=-167_SZA=51.npy,"[[(264, 302), (276, 317), (292, 329), (304, 336), (310, 329), (296, 319), (270, 301)], [(200, 235), (194, 243), (196, 249), (210, 251), (211, 245), (206, 237)], [(239, 273), (234, 269), (236, 263), (242, 263), (242, 269)]]"
np_training_files/TROPOMISO2_20220905T012245__SAA=-161_SZA=43.npy,[]
np_training_files/TROPOMISO2_20200606T231852__SAA=-167_SZA=36.npy,"[[(149, 103), (152, 104), (159, 99), (163, 95), (164, 92), (161, 91), (159, 92), (149, 99)], [(113, 100), (119, 97), (122, 94), (123, 91), (119, 90), (112, 93), (110, 97)]]"
np_training_files/TROPOMISO2_20200905T231409__SAA=-177_SZA=59.npy,"[[(48, 127), (45, 127), (45, 125), (48, 125)]]"
np_training_files/TROPOMISO2_20200906T005409__SAA=-171_SZA=55.npy,[]
np_training_files/TROPOMISO2_20220628T231649__SAA=-161_SZA=30.npy,"[[(223, 79), (216, 79), (213, 77), (213, 74), (223, 70), (224, 73), (223, 79)], [(196, 78), (203, 83), (223, 82), (234, 77), (250, 69), (252, 58), (244, 53), (233, 59), (227, 65), (219, 72), (203, 73)]]"
np_training_files/TROPOMISO2_20200302T232105__SAA=179_SZA=72.npy,[]
np_training_files/TROPOMISO2_20220609T003110__SAA=-152_SZA=26.npy,"[[(278, 274), (269, 273), (268, 268), (282, 255), (283, 252), (292, 249), (297, 259), (299, 260), (299, 262), (301, 263), (300, 266), (297, 267), (289, 266), (286, 268), (285, 271), (282, 271), (278, 274)], [(121, 278), (116, 279), (104, 277), (89, 273), (74, 267), (65, 264), (65, 258), (69, 258), (77, 263), (89, 267), (101, 270), (114, 274), (119, 274)], [(151, 270), (138, 269), (131, 268), (124, 268), (120, 268), (119, 264), (121, 262), (127, 262), (136, 263), (144, 265), (150, 266)]]"
np_training_files/TROPOMISO2_20210829T005709__SAA=-162_SZA=41.npy,"[[(307, 227), (301, 227), (297, 224), (297, 217), (299, 216), (301, 209), (304, 209), (306, 212), (308, 218), (311, 220), (310, 226), (307, 227)], [(240, 253), (235, 252), (234, 250), (231, 249), (229, 242), (227, 241), (227, 236), (234, 233), (234, 228), (231, 224), (231, 217), (236, 212), (240, 212), (242, 220), (244, 221), (244, 227), (242, 228), (244, 230), (242, 231), (242, 235), (244, 236), (244, 249), (240, 253)]]"
np_training_files/TROPOMISO2_20200724T231816__SAA=-170_SZA=38.npy,"[[(242, 139), (242, 142), (245, 147), (247, 151), (251, 154), (251, 148), (249, 143), (245, 139)]]"
np_training_files/TROPOMISO2_20210722T231237__SAA=-173_SZA=41.npy,[]
np_training_files/TROPOMISO2_20220710T005117__SAA=-159_SZA=29.npy,"[[(281, 199), (278, 197), (276, 193), (281, 191), (285, 191), (287, 192), (286, 195), (284, 198)], [(237, 197), (236, 196), (236, 194), (238, 194), (240, 192), (242, 193), (241, 197), (241, 198)]]"
np_training_files/TROPOMISO2_20220303T231157__SAA=-172_SZA=61.npy,[]
np_training_files/TROPOMISO2_20220526T013618__SAA=-159_SZA=32.npy,"[[(59, 227), (51, 227), (46, 216), (49, 212), (57, 213), (59, 218), (64, 221), (65, 223), (59, 227)], [(83, 238), (76, 238), (75, 234), (77, 230), (84, 231), (84, 237), (83, 238)], [(83, 282), (77, 282), (73, 279), (66, 279), (64, 278), (65, 263), (70, 262), (71, 260), (73, 260), (74, 257), (80, 257), (86, 264), (87, 271), (83, 282)], [(127, 351), (124, 343), (123, 329), (121, 328), (117, 320), (113, 318), (112, 309), (110, 308), (109, 301), (106, 299), (105, 274), (106, 264), (108, 263), (109, 260), (116, 260), (120, 265), (119, 267), (121, 277), (123, 277), (123, 275), (126, 273), (131, 273), (132, 271), (134, 271), (135, 274), (134, 290), (136, 298), (136, 315), (141, 319), (142, 321), (146, 324), (147, 329), (149, 330), (150, 339), (152, 340), (153, 345), (153, 348), (150, 351)]]"
np_training_files/TROPOMISO2_20220430T012256__SAA=-157_SZA=35.npy,"[[(20, 314), (10, 314), (9, 312), (5, 312), (3, 310), (4, 305), (20, 304), (22, 311), (20, 314)]]"
